NombreChequeador,FechaDespacho,HoraDespacho,Carrier,NumeroGuia,CantidadDespachada,PaisDestino,ClienteID
Javier Viquez T,2016-08-10,7:00:00,DHL,CRC-0DM5VTU7G9PSM9,3,Costa Rica,251
Juan Gomez H,2016-08-10,11:00:00,Correos de Costa Rica,PAN-LUI3B55Y9Q3XIC,3,Panama,69
Juan Gomez H,2016-08-11,13:00:00,DHL,PAN-851VYFS96HPQNH,2,Panama,277
Javier Viquez T,2016-08-11,11:00:00,DHL,GTM-2VOT5CPYX7QXY4,2,Guatemala,344
Javier Viquez T,2016-08-11,7:00:00,Correos de Costa Rica,NIC-6BZ8RXBZU7HPFK,2,Nicaragua,70
Melissa Hernandez C,2016-08-11,13:00:00,FedEx,GTM-P739WO1XR81Z79,3,Guatemala,216
Juan Gomez H,2016-08-12,11:00:00,DHL,CRC-EGIS4MKO5K0MQO,3,Costa Rica,251
Javier Viquez T,2016-08-12,11:00:00,DHL,GTM-4823YXIBQJ95OE,2,Guatemala,59
Juan Gomez H,2016-08-12,9:00:00,DHL,PAN-47SR0BFZ2MQ8QW,2,Panama,105
Victor Arias B,2016-08-12,13:00:00,DHL,GTM-18SCZM89LYJ0LS,2,Guatemala,182
Melissa Hernandez C,2016-08-13,7:00:00,DHL,NIC-B1IXO4TDTYOYIC,1,Nicaragua,44
Victor Arias B,2016-08-13,12:00:00,FedEx,PAN-2PXFS6O99BRJR1,1,Panama,205
Juan Gomez H,2016-08-13,8:00:00,FedEx,GTM-UY1T9YB85HIRWW,2,Guatemala,266
Juan Gomez H,2016-08-13,8:00:00,UPS,CRC-JZCB4AA8P9BF6V,3,Costa Rica,427
Melissa Hernandez C,2016-08-13,7:00:00,DHL,CRC-ILRBK24F28A0Y4,2,Costa Rica,296
Javier Viquez T,2016-08-14,7:00:00,GoPato,GTM-5LOCSRUKRPI268,3,Guatemala,165
Victor Arias B,2016-08-14,10:00:00,Correos de Costa Rica,GTM-TNVI015J65K73E,1,Guatemala,51
Melissa Hernandez C,2016-08-14,13:00:00,GoPato,CRC-MJBZKMNQY9NGJR,3,Costa Rica,337
Javier Viquez T,2016-08-15,11:00:00,Correos de Costa Rica,GTM-H44HC8UXMBQ2SI,1,Guatemala,154
Pedro Rodriguez O,2016-08-15,12:00:00,DHL,GTM-H1441G5N670KLV,3,Guatemala,63
Pedro Rodriguez O,2016-08-15,7:00:00,Correos de Costa Rica,GTM-P9BRPZPHXOU6HW,3,Guatemala,214
Melissa Hernandez C,2016-08-15,9:00:00,Correos de Costa Rica,CRC-QK18PQ510YLGNX,1,Costa Rica,390
Victor Arias B,2016-08-15,12:00:00,UPS,GTM-GHKJN7F05PY69Y,2,Guatemala,436
Melissa Hernandez C,2016-08-16,10:00:00,FedEx,PAN-CKDZEQ02IME7K0,3,Panama,256
Melissa Hernandez C,2016-08-16,7:00:00,Correos de Costa Rica,GTM-5P8SZ9S5I4JXMY,3,Guatemala,372
Javier Viquez T,2016-08-16,8:00:00,FedEx,GTM-PSMVPUDRQW4RS0,3,Guatemala,214
Juan Gomez H,2016-08-17,7:00:00,FedEx,PAN-ILHRIX7CYVS08C,1,Panama,205
Pedro Rodriguez O,2016-08-17,11:00:00,Correos de Costa Rica,PAN-97QGB4SBI937S6,1,Panama,371
Victor Arias B,2016-08-17,10:00:00,GoPato,PAN-G3GHKSQLVMZ2AL,1,Panama,227
Javier Viquez T,2016-08-17,7:00:00,GoPato,NIC-45OOCHMSRNOOFJ,1,Nicaragua,7
Javier Viquez T,2016-08-17,12:00:00,Correos de Costa Rica,CRC-43ELRYLZ0B83ZB,2,Costa Rica,123
Javier Viquez T,2016-08-17,13:00:00,GoPato,PAN-FEG5XXSALO0FP6,2,Panama,127
Javier Viquez T,2016-08-18,12:00:00,FedEx,PAN-BT6C7OTWAKL93S,2,Panama,392
Melissa Hernandez C,2016-08-18,9:00:00,GoPato,GTM-1MCB0T22QCL1T2,2,Guatemala,119
Melissa Hernandez C,2016-08-18,10:00:00,GoPato,GTM-HJOJ8LFI83VEAA,2,Guatemala,138
Pedro Rodriguez O,2016-08-18,9:00:00,FedEx,PAN-MW7HZW2V87BJO9,1,Panama,367
Javier Viquez T,2016-08-18,11:00:00,FedEx,GTM-OZQN2EV2K6I03G,1,Guatemala,368
Pedro Rodriguez O,2016-08-19,12:00:00,Correos de Costa Rica,CRC-81YNSRK0VQORJ5,1,Costa Rica,441
Victor Arias B,2016-08-19,8:00:00,Correos de Costa Rica,PAN-CPHUVJK4XNWKNM,1,Panama,186
Javier Viquez T,2016-08-19,12:00:00,DHL,PAN-I7FE73WD1QLNF4,2,Panama,422
Javier Viquez T,2016-08-19,9:00:00,UPS,GTM-V6OE569BCYLETQ,3,Guatemala,162
Javier Viquez T,2016-08-19,10:00:00,DHL,PAN-GP2EQMG2E1JFJT,2,Panama,126
Melissa Hernandez C,2016-08-19,12:00:00,Correos de Costa Rica,GTM-S3F0Z6M867YALW,3,Guatemala,291
Juan Gomez H,2016-08-20,12:00:00,FedEx,CRC-2WCD3F76HU5M9N,2,Costa Rica,270
Juan Gomez H,2016-08-20,8:00:00,Correos de Costa Rica,PAN-M2KVKDY32YP3ZJ,3,Panama,180
Javier Viquez T,2016-08-20,10:00:00,GoPato,NIC-GIGAOMN3PJUUEB,2,Nicaragua,70
Juan Gomez H,2016-08-20,11:00:00,DHL,PAN-1KPEQNDCZJSRMA,3,Panama,277
Victor Arias B,2016-08-21,11:00:00,UPS,GTM-N6M6QHLQWMJXP0,2,Guatemala,425
Juan Gomez H,2016-08-21,7:00:00,UPS,GTM-JTY33LQ9VRNLVS,2,Guatemala,73
Juan Gomez H,2016-08-21,8:00:00,FedEx,PAN-SFMWKC0IDD865W,3,Panama,125
Melissa Hernandez C,2016-08-22,11:00:00,FedEx,GTM-KZ92U3D325BM91,3,Guatemala,122
Pedro Rodriguez O,2016-08-22,8:00:00,DHL,CRC-OPBKX15B8BEGRP,1,Costa Rica,306
Javier Viquez T,2016-08-22,13:00:00,UPS,PAN-JN7N0CXXEAWG3Q,3,Panama,404
Juan Gomez H,2016-08-23,12:00:00,FedEx,PAN-G0GSOW5J6YM16F,3,Panama,245
Juan Gomez H,2016-08-23,9:00:00,Correos de Costa Rica,CRC-5Z8L2PAK0ZD9CQ,3,Costa Rica,346
Pedro Rodriguez O,2016-08-23,13:00:00,UPS,PAN-IA9BOC3Q9E055H,1,Panama,89
Javier Viquez T,2016-08-24,7:00:00,FedEx,CRC-XLSO33S1Q67U1E,3,Costa Rica,255
Javier Viquez T,2016-08-24,12:00:00,FedEx,CRC-YW9WLA0Y0Q9LE5,2,Costa Rica,276
Victor Arias B,2016-08-24,9:00:00,GoPato,GTM-TSBDOF9KWGW83X,1,Guatemala,344
Juan Gomez H,2016-08-24,10:00:00,GoPato,CRC-H6E2EHE62WE1RP,2,Costa Rica,276
Victor Arias B,2016-08-24,11:00:00,Correos de Costa Rica,PAN-CP5N0C9GSH5WPM,3,Panama,43
Victor Arias B,2016-08-25,11:00:00,DHL,CRC-8XXV0WFYT0O2NW,2,Costa Rica,123
Victor Arias B,2016-08-25,8:00:00,GoPato,NIC-ADZNPEXACDUJBU,3,Nicaragua,314
Pedro Rodriguez O,2016-08-25,9:00:00,FedEx,GTM-T8QBFI6UTMB6EI,3,Guatemala,290
Pedro Rodriguez O,2016-08-26,10:00:00,DHL,CRC-LEIO285IWLRUCL,2,Costa Rica,191
Victor Arias B,2016-08-26,8:00:00,Correos de Costa Rica,PAN-ZEIN6GY8CZSPVN,2,Panama,367
Victor Arias B,2016-08-26,12:00:00,Correos de Costa Rica,CRC-8TN40LP0ZTOF9C,3,Costa Rica,309
Pedro Rodriguez O,2016-08-26,12:00:00,GoPato,CRC-Z640VKV5MXMT0J,3,Costa Rica,338
Pedro Rodriguez O,2016-08-27,11:00:00,DHL,PAN-1P6EEC9QRJ0XV7,1,Panama,210
Melissa Hernandez C,2016-08-27,12:00:00,DHL,PAN-1A6YG9DJT7E1GB,2,Panama,188
Pedro Rodriguez O,2016-08-27,9:00:00,Correos de Costa Rica,NIC-T8JGNUR5TYA9EB,3,Nicaragua,133
Pedro Rodriguez O,2016-08-27,11:00:00,UPS,NIC-PSZO1CT53IQUBP,3,Nicaragua,237
Victor Arias B,2016-08-28,11:00:00,GoPato,GTM-L0EOIDL3GGJN5F,3,Guatemala,134
Juan Gomez H,2016-08-28,7:00:00,UPS,GTM-2MM1ZAB30ISMZO,3,Guatemala,353
Victor Arias B,2016-08-28,9:00:00,FedEx,PAN-R7BBYFIY2TF5UJ,2,Panama,226
Melissa Hernandez C,2016-08-28,7:00:00,FedEx,GTM-DK4SRS1BSPAHLT,1,Guatemala,10
Melissa Hernandez C,2016-08-28,9:00:00,DHL,CRC-CTE1P9TA9DGDJC,1,Costa Rica,123
Melissa Hernandez C,2016-08-29,12:00:00,Correos de Costa Rica,PAN-WSAJSREHMAW1DI,3,Panama,245
Pedro Rodriguez O,2016-08-29,10:00:00,GoPato,GTM-HKUDFWCPMUU9ON,1,Guatemala,67
Juan Gomez H,2016-08-29,12:00:00,Correos de Costa Rica,PAN-SWA51L6SCBUOTN,1,Panama,317
Javier Viquez T,2016-08-29,7:00:00,GoPato,PAN-V2Z2IAMVWTF9V0,1,Panama,267
Pedro Rodriguez O,2016-08-29,8:00:00,Correos de Costa Rica,CRC-LAFQB0EXL7TQYK,1,Costa Rica,191
Melissa Hernandez C,2016-08-29,8:00:00,Correos de Costa Rica,NIC-MSRKXSO8AJZ1BH,2,Nicaragua,27
Javier Viquez T,2016-08-30,13:00:00,GoPato,GTM-1L41D5F4W6CHZ9,1,Guatemala,26
Melissa Hernandez C,2016-08-30,12:00:00,GoPato,NIC-L4VS3NFM95GE59,3,Nicaragua,116
Melissa Hernandez C,2016-08-30,9:00:00,GoPato,GTM-OXK07W0N5N2AI3,1,Guatemala,399
Melissa Hernandez C,2016-08-30,7:00:00,DHL,GTM-S4A49GY4HHTYHG,3,Guatemala,334
Melissa Hernandez C,2016-08-31,7:00:00,DHL,NIC-UARGN115REW6FB,3,Nicaragua,146
Melissa Hernandez C,2016-08-31,11:00:00,FedEx,GTM-G7Q1A30PLUC4XT,2,Guatemala,20
Melissa Hernandez C,2016-08-31,12:00:00,GoPato,PAN-ISWY493547S0WL,2,Panama,327
Pedro Rodriguez O,2016-09-01,12:00:00,Correos de Costa Rica,GTM-ZBRJWZKFY9AHG2,3,Guatemala,77
Melissa Hernandez C,2016-09-01,12:00:00,FedEx,PAN-ID69ATMMH88GB3,3,Panama,345
Melissa Hernandez C,2016-09-01,8:00:00,GoPato,GTM-29XJQELBKZA6F0,1,Guatemala,107
Juan Gomez H,2016-09-01,12:00:00,UPS,GTM-PN4L0PA6ZHW1ZD,1,Guatemala,240
Javier Viquez T,2016-09-01,11:00:00,DHL,PAN-YN8DNXDKAHVXYX,1,Panama,211
Melissa Hernandez C,2016-09-01,10:00:00,DHL,GTM-YBFH9TQGGGDBMI,3,Guatemala,376
Javier Viquez T,2016-09-02,7:00:00,DHL,GTM-20RWHK3K0GBO25,3,Guatemala,216
Melissa Hernandez C,2016-09-02,13:00:00,DHL,NIC-6H9BF08M8ALFHE,3,Nicaragua,358
Melissa Hernandez C,2016-09-02,12:00:00,FedEx,CRC-EU804L2S20M7TE,2,Costa Rica,178
Juan Gomez H,2016-09-03,7:00:00,UPS,GTM-ADZGQG2KSOUXFY,2,Guatemala,171
Victor Arias B,2016-09-03,12:00:00,GoPato,NIC-DKAL77C5HA9L4B,1,Nicaragua,361
Javier Viquez T,2016-09-03,11:00:00,UPS,GTM-2VVLBE4AZQKBIF,1,Guatemala,269
Pedro Rodriguez O,2016-09-03,9:00:00,FedEx,NIC-I7LWMZP46B1MXT,3,Nicaragua,356
Pedro Rodriguez O,2016-09-03,11:00:00,Correos de Costa Rica,NIC-IM1Y7GAG9KCO1Q,3,Nicaragua,331
Pedro Rodriguez O,2016-09-04,8:00:00,Correos de Costa Rica,PAN-P54J8JIE112PLX,2,Panama,89
Melissa Hernandez C,2016-09-04,8:00:00,DHL,GTM-YRQWWN4QB26L69,1,Guatemala,312
Melissa Hernandez C,2016-09-04,7:00:00,DHL,PAN-QVLOYF7XX20SF0,2,Panama,245
Melissa Hernandez C,2016-09-04,11:00:00,UPS,GTM-MU0XHXKBL06AWO,2,Guatemala,217
Javier Viquez T,2016-09-05,7:00:00,Correos de Costa Rica,GTM-9RFZR27FZGZHMB,3,Guatemala,36
Javier Viquez T,2016-09-05,12:00:00,UPS,GTM-P6IUGKSJ6Y0OGF,2,Guatemala,334
Pedro Rodriguez O,2016-09-05,10:00:00,DHL,GTM-0V539JCMCQBL99,1,Guatemala,386
Juan Gomez H,2016-09-05,9:00:00,DHL,CRC-QNO184FTHQ5O3W,3,Costa Rica,235
Javier Viquez T,2016-09-06,10:00:00,DHL,GTM-QCRYAPACDNKT5T,3,Guatemala,124
Pedro Rodriguez O,2016-09-06,10:00:00,GoPato,CRC-AUSE8PMSQERNNK,2,Costa Rica,46
Victor Arias B,2016-09-06,7:00:00,GoPato,PAN-J2AVDHI7M9DJ9V,2,Panama,324
Juan Gomez H,2016-09-06,9:00:00,DHL,GTM-TI25D2D84ETZ87,3,Guatemala,102
Melissa Hernandez C,2016-09-07,10:00:00,GoPato,GTM-8241MD6BBSKD73,2,Guatemala,290
Victor Arias B,2016-09-07,7:00:00,FedEx,GTM-7BM533C3NYLQ35,3,Guatemala,29
Javier Viquez T,2016-09-07,8:00:00,Correos de Costa Rica,NIC-9K6L40K2TAPWYO,3,Nicaragua,183
Victor Arias B,2016-09-07,13:00:00,GoPato,CRC-C76IAD3W4DAF24,1,Costa Rica,246
Javier Viquez T,2016-09-08,9:00:00,DHL,GTM-KCQGJU1BYKZ1D9,1,Guatemala,223
Victor Arias B,2016-09-08,9:00:00,UPS,CRC-E30G1G0R3JBZ8I,1,Costa Rica,194
Melissa Hernandez C,2016-09-08,11:00:00,FedEx,CRC-MI1PALX7AJND81,1,Costa Rica,65
Javier Viquez T,2016-09-08,8:00:00,UPS,GTM-SF9S9GPZ6VA7BY,3,Guatemala,239
Juan Gomez H,2016-09-08,13:00:00,Correos de Costa Rica,GTM-K3OI3JCCYK54VD,1,Guatemala,181
Victor Arias B,2016-09-08,9:00:00,DHL,PAN-KEANITX7QW2DHJ,3,Panama,15
Victor Arias B,2016-09-09,9:00:00,Correos de Costa Rica,PAN-99IH4PHL4ISZBF,2,Panama,227
Pedro Rodriguez O,2016-09-09,13:00:00,FedEx,CRC-4CZHCRPVJ4OM64,3,Costa Rica,28
Pedro Rodriguez O,2016-09-09,11:00:00,GoPato,GTM-NK7TBWYXM9EAP7,3,Guatemala,77
Melissa Hernandez C,2016-09-09,9:00:00,DHL,NIC-9BSH0UVC9WQ1JN,2,Nicaragua,104
Juan Gomez H,2016-09-10,13:00:00,GoPato,-Z3R2K4MOQVRC8G,3,Pais,1
Pedro Rodriguez O,2016-09-10,11:00:00,FedEx,GTM-SGQY08N8DCXH3S,3,Guatemala,370
Melissa Hernandez C,2016-09-10,7:00:00,FedEx,CRC-FS6PDTT7BRHJ8S,2,Costa Rica,322
Pedro Rodriguez O,2016-09-11,11:00:00,FedEx,NIC-5GPP3XXTVDMWGR,2,Nicaragua,244
Javier Viquez T,2016-09-11,8:00:00,DHL,PAN-KDCXC9AH8OHB04,3,Panama,226
Melissa Hernandez C,2016-09-11,9:00:00,DHL,GTM-8PL60BX1KO3UCF,3,Guatemala,444
Victor Arias B,2016-09-11,9:00:00,FedEx,CRC-WVBK2X5G9TXPF6,2,Costa Rica,111
Victor Arias B,2016-09-12,9:00:00,DHL,GTM-JVN6KL2ZZ8E1HG,2,Guatemala,380
Juan Gomez H,2016-09-12,12:00:00,Correos de Costa Rica,NIC-TTMW83JDLZBJPG,2,Nicaragua,335
Pedro Rodriguez O,2016-09-12,12:00:00,Correos de Costa Rica,NIC-Y0KGRBK5KF2S0T,2,Nicaragua,66
Victor Arias B,2016-09-12,7:00:00,Correos de Costa Rica,GTM-6439NOXBUXIFH2,1,Guatemala,95
Melissa Hernandez C,2016-09-12,11:00:00,DHL,NIC-DJMBD4JX2BHJ34,1,Nicaragua,18
Victor Arias B,2016-09-12,7:00:00,FedEx,PAN-6OZKCL03BVPV2G,1,Panama,397
Pedro Rodriguez O,2016-09-12,12:00:00,GoPato,GTM-UWMHV4S0A3PTW5,2,Guatemala,241
Javier Viquez T,2016-09-13,12:00:00,Correos de Costa Rica,GTM-585UQ0ML45IW8O,3,Guatemala,158
Melissa Hernandez C,2016-09-13,11:00:00,UPS,NIC-RDJ8FQLGG79QHT,2,Nicaragua,27
Juan Gomez H,2016-09-13,7:00:00,Correos de Costa Rica,CRC-9K3ZQAW3G08B1P,1,Costa Rica,254
Juan Gomez H,2016-09-13,11:00:00,UPS,PAN-MPK21MS6ST1ZM4,1,Panama,15
Juan Gomez H,2016-09-13,10:00:00,GoPato,NIC-NULV7FSIIMK15R,2,Nicaragua,287
Victor Arias B,2016-09-14,9:00:00,Correos de Costa Rica,NIC-HAX86E6CSK8745,3,Nicaragua,305
Juan Gomez H,2016-09-14,12:00:00,GoPato,GTM-75PIZ9NJ5HYEFM,1,Guatemala,16
Victor Arias B,2016-09-14,9:00:00,DHL,GTM-ULECICZNU5CZUJ,1,Guatemala,168
Pedro Rodriguez O,2016-09-14,13:00:00,FedEx,NIC-6YNMV2P0I9LQ97,3,Nicaragua,305
Javier Viquez T,2016-09-15,12:00:00,DHL,CRC-045CR8LV1JKJCX,1,Costa Rica,65
Melissa Hernandez C,2016-09-15,10:00:00,FedEx,PAN-E69TA8O8KWMZ7X,3,Panama,435
Victor Arias B,2016-09-15,11:00:00,FedEx,CRC-T0A5U3I18QHYDF,1,Costa Rica,289
Pedro Rodriguez O,2016-09-15,11:00:00,FedEx,PAN-WJY3WDLQ8JA2F7,3,Panama,229
Juan Gomez H,2016-09-16,12:00:00,FedEx,CRC-44R6LETBIA82V6,3,Costa Rica,377
Javier Viquez T,2016-09-16,7:00:00,Correos de Costa Rica,GTM-WXALNVWT3YM62C,1,Guatemala,342
Melissa Hernandez C,2016-09-16,10:00:00,Correos de Costa Rica,PAN-RUAP21MB9YLU65,3,Panama,12
Javier Viquez T,2016-09-16,11:00:00,DHL,NIC-5C5G1V3NLDEVWQ,1,Nicaragua,366
Pedro Rodriguez O,2016-09-16,11:00:00,Correos de Costa Rica,GTM-6HRKYV0BI0B6ZX,3,Guatemala,225
Victor Arias B,2016-09-17,7:00:00,FedEx,CRC-7D0F7IHEX1BM81,3,Costa Rica,255
Pedro Rodriguez O,2016-09-17,7:00:00,Correos de Costa Rica,NIC-BHK44QWI6EH8SH,1,Nicaragua,151
Victor Arias B,2016-09-17,7:00:00,UPS,NIC-TRCV3VRZO186HG,3,Nicaragua,448
Javier Viquez T,2016-09-18,11:00:00,DHL,GTM-3ZSO2P7W5K2C9Z,1,Guatemala,380
Melissa Hernandez C,2016-09-18,7:00:00,Correos de Costa Rica,GTM-6K5X45HVNTFE9J,2,Guatemala,165
Javier Viquez T,2016-09-18,7:00:00,UPS,GTM-HGWZRXOD82R63E,2,Guatemala,319
Juan Gomez H,2016-09-18,9:00:00,GoPato,GTM-LMM3G4UAHS6CUJ,3,Guatemala,73
Victor Arias B,2016-09-19,9:00:00,FedEx,GTM-LCS7AM4CDLP4YX,1,Guatemala,240
Pedro Rodriguez O,2016-09-19,7:00:00,Correos de Costa Rica,NIC-5Q4YG0GPLRVKWK,3,Nicaragua,325
Juan Gomez H,2016-09-19,11:00:00,UPS,GTM-0S8CFI8TO7S187,1,Guatemala,16
Pedro Rodriguez O,2016-09-19,9:00:00,DHL,PAN-LW5QDIM1EUILVK,3,Panama,336
Javier Viquez T,2016-09-19,7:00:00,DHL,PAN-Z405NORDJMBNIX,3,Panama,328
Javier Viquez T,2016-09-20,12:00:00,FedEx,CRC-K5GIQU6QNTHLRA,1,Costa Rica,316
Juan Gomez H,2016-09-20,11:00:00,DHL,PAN-KBI1H3DDIKJR2U,1,Panama,89
Victor Arias B,2016-09-20,8:00:00,GoPato,CRC-TZ55G5IXCVT8MM,1,Costa Rica,187
Melissa Hernandez C,2016-09-20,8:00:00,UPS,GTM-9CXXVFPK3ST82N,3,Guatemala,216
Javier Viquez T,2016-09-20,7:00:00,DHL,CRC-USF74WQPMN3RXV,3,Costa Rica,338
Victor Arias B,2016-09-21,10:00:00,Correos de Costa Rica,PAN-ELMAKYII92PQ69,1,Panama,364
Juan Gomez H,2016-09-21,7:00:00,GoPato,PAN-UIGX656X06NU15,1,Panama,421
Juan Gomez H,2016-09-21,7:00:00,DHL,PAN-UG2ROYFBRTII8R,2,Panama,397
Juan Gomez H,2016-09-21,10:00:00,DHL,CRC-LBPJTN5NVWOJ6V,2,Costa Rica,228
Pedro Rodriguez O,2016-09-21,11:00:00,DHL,CRC-JJ6FS226IMW3T4,2,Costa Rica,339
Javier Viquez T,2016-09-21,7:00:00,UPS,GTM-L750EB1BWCR2SB,3,Guatemala,58
Pedro Rodriguez O,2016-09-22,9:00:00,FedEx,CRC-EAPYYWBED7JVBC,1,Costa Rica,352
Pedro Rodriguez O,2016-09-22,12:00:00,DHL,PAN-8NUWOLSQBACBMM,3,Panama,224
Pedro Rodriguez O,2016-09-22,7:00:00,DHL,PAN-OW6BMD1GJR5P7L,1,Panama,283
Victor Arias B,2016-09-22,13:00:00,GoPato,NIC-IY9OIKPEYFVILH,3,Nicaragua,293
Javier Viquez T,2016-09-23,12:00:00,GoPato,GTM-LFX2CMDWO02ZQK,3,Guatemala,117
Pedro Rodriguez O,2016-09-23,9:00:00,DHL,CRC-R804HAJA0T0MVI,1,Costa Rica,420
Juan Gomez H,2016-09-23,8:00:00,Correos de Costa Rica,NIC-I1MEZTJQLPUXRO,1,Nicaragua,448
Melissa Hernandez C,2016-09-23,13:00:00,FedEx,CRC-TE1I4QG01WEJZT,2,Costa Rica,215
Pedro Rodriguez O,2016-09-23,9:00:00,GoPato,PAN-GK69Y6YKTGVYT1,1,Panama,105
Melissa Hernandez C,2016-09-23,10:00:00,UPS,GTM-EY5BVYZ5B7908E,3,Guatemala,162
Pedro Rodriguez O,2016-09-24,8:00:00,FedEx,GTM-1MGO4QR5EK7NFP,2,Guatemala,372
Victor Arias B,2016-09-24,11:00:00,UPS,CRC-LOWFQTYZPQT05R,2,Costa Rica,144
Melissa Hernandez C,2016-09-24,7:00:00,FedEx,NIC-M40HDGKP65EGP7,3,Nicaragua,78
Victor Arias B,2016-09-24,9:00:00,Correos de Costa Rica,GTM-AOVD5TKNURQ743,2,Guatemala,33
Melissa Hernandez C,2016-09-24,13:00:00,DHL,NIC-69KHQT8OTSC2YS,1,Nicaragua,27
Javier Viquez T,2016-09-25,7:00:00,UPS,GTM-XDLL5GIFARHF5J,2,Guatemala,48
Victor Arias B,2016-09-25,11:00:00,Correos de Costa Rica,NIC-TEKQQQYCHV11K8,2,Nicaragua,381
Victor Arias B,2016-09-25,7:00:00,GoPato,GTM-4WZFNGM2W6T01W,1,Guatemala,93
Juan Gomez H,2016-09-25,7:00:00,DHL,CRC-ZRPYCZ3BQG4WGR,1,Costa Rica,276
Melissa Hernandez C,2016-09-25,10:00:00,GoPato,GTM-W1AFVQYDY3S5HR,1,Guatemala,17
Victor Arias B,2016-09-25,8:00:00,Correos de Costa Rica,GTM-N5CREAO0T5OVFL,3,Guatemala,297
Victor Arias B,2016-09-26,7:00:00,FedEx,CRC-FSZUP6QAIJ6KIR,1,Costa Rica,57
Melissa Hernandez C,2016-09-26,12:00:00,Correos de Costa Rica,NIC-5XVK6Z1G89KYK1,3,Nicaragua,410
Juan Gomez H,2016-09-26,11:00:00,UPS,CRC-DR8H21U90VZI0P,2,Costa Rica,441
Juan Gomez H,2016-09-26,7:00:00,Correos de Costa Rica,PAN-VNTH3KFV53DVCL,3,Panama,379
Victor Arias B,2016-09-26,11:00:00,Correos de Costa Rica,CRC-MTPBXIQRNK8G2K,2,Costa Rica,60
Victor Arias B,2016-09-27,10:00:00,Correos de Costa Rica,GTM-H03KVYM0KN0QCX,2,Guatemala,140
Juan Gomez H,2016-09-27,8:00:00,GoPato,NIC-N43OYA52ZKH4L4,3,Nicaragua,92
Melissa Hernandez C,2016-09-27,13:00:00,Correos de Costa Rica,PAN-R1VVSKUZXC8CSR,2,Panama,110
Melissa Hernandez C,2016-09-28,11:00:00,GoPato,GTM-1YQ9TGESDTYS5R,2,Guatemala,201
Javier Viquez T,2016-09-28,7:00:00,Correos de Costa Rica,CRC-NXLVT1AXGGM6X9,1,Costa Rica,352
Victor Arias B,2016-09-28,11:00:00,UPS,PAN-QIAWL03ORDUU8Q,3,Panama,435
Juan Gomez H,2016-09-28,11:00:00,Correos de Costa Rica,NIC-YYV2TRHN4GTTJB,1,Nicaragua,447
Juan Gomez H,2016-09-28,10:00:00,Correos de Costa Rica,NIC-IEVS0IWNRSUBZL,2,Nicaragua,284
Pedro Rodriguez O,2016-09-29,13:00:00,UPS,PAN-Q1BAEDEN59B3M5,3,Panama,71
Melissa Hernandez C,2016-09-29,7:00:00,DHL,NIC-KDD6VG4H6FVUKW,3,Nicaragua,248
Javier Viquez T,2016-09-29,9:00:00,GoPato,NIC-GL6B90K2B34K6U,3,Nicaragua,419
Juan Gomez H,2016-09-30,13:00:00,FedEx,CRC-RQEH07V4M7K7SU,2,Costa Rica,255
Javier Viquez T,2016-09-30,9:00:00,UPS,PAN-Q5767ER5NRAK1P,1,Panama,193
Victor Arias B,2016-09-30,10:00:00,FedEx,GTM-M5LW015MZUWD5L,2,Guatemala,313
Victor Arias B,2016-09-30,9:00:00,DHL,NIC-QWAKZXSL8XPDZJ,2,Nicaragua,414
Victor Arias B,2016-09-30,13:00:00,UPS,PAN-YVV05BLH6P8L6Z,3,Panama,114
Javier Viquez T,2016-10-01,8:00:00,Correos de Costa Rica,NIC-U6HQGSAYZKGDP5,1,Nicaragua,358
Victor Arias B,2016-10-01,8:00:00,GoPato,NIC-793P21QRN3P2Y8,1,Nicaragua,213
Victor Arias B,2016-10-01,11:00:00,UPS,GTM-CKU4S4VS8TTQOM,1,Guatemala,450
Pedro Rodriguez O,2016-10-01,9:00:00,GoPato,GTM-8FI28DJM34VL77,1,Guatemala,376
Victor Arias B,2016-10-01,11:00:00,DHL,GTM-AK2JX3N7V65NWD,2,Guatemala,385
Javier Viquez T,2016-10-01,10:00:00,FedEx,PAN-4IBPP6YSCKKVM9,1,Panama,192
Melissa Hernandez C,2016-10-01,13:00:00,UPS,GTM-T24P1LEQ7M0AI0,2,Guatemala,162
Javier Viquez T,2016-10-01,8:00:00,Correos de Costa Rica,GTM-75BAF14QQQ4PQT,3,Guatemala,48
Juan Gomez H,2016-10-02,7:00:00,UPS,GTM-DNMTCW1MFLZN4L,2,Guatemala,154
Javier Viquez T,2016-10-02,11:00:00,FedEx,GTM-LYBC2QSQ97EITG,2,Guatemala,307
Victor Arias B,2016-10-02,9:00:00,UPS,CRC-39KR50O5MTDEPG,1,Costa Rica,234
Javier Viquez T,2016-10-02,8:00:00,Correos de Costa Rica,CRC-EV5FQAJ1NG95WU,2,Costa Rica,426
Victor Arias B,2016-10-02,9:00:00,GoPato,CRC-6QLM7KME9V0UXK,1,Costa Rica,187
Melissa Hernandez C,2016-10-02,12:00:00,DHL,PAN-UDM21I7UTYKAMN,3,Panama,285
Javier Viquez T,2016-10-03,11:00:00,UPS,PAN-6ARYQ8ZNISWB8H,1,Panama,412
Juan Gomez H,2016-10-03,13:00:00,GoPato,PAN-FIP1FXP7QSKUNU,3,Panama,245
Melissa Hernandez C,2016-10-03,11:00:00,FedEx,GTM-4TAOSIXROZ34Z0,2,Guatemala,4
